"LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Exposition","Latitude","Longitude","Maximum diameter at breast height comments","Maximum diameter at breast height extreme","Maximum diameter at breast height min","Maximum height comment","Maximum height extreme","Maximum height max","Maximum height min","Plant developmental status / plant age / maturity / plant life stage","Plant height observed","Stem diameter at breast height (1.3 m","Wood density; stem specific density; wood specific gravity","Trait","value"
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Ulmus pumila",1832868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basal area",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Vitis vinifera",764473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basal area",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Vitis vinifera",1826857,NA,NA,NA,NA,NA,NA,"in cultivation reduced to 1-3m",NA,NA,NA,NA,NA,NA,NA,"Basal area",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Vitis vinifera",1828552,NA,NA,NA,NA,NA,NA,"MaxHeight: length",NA,NA,NA,NA,NA,NA,NA,"Basal area",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Vitis vinifera subsp. sylvestris",764505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basal area",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Vitis vinifera subsp. sylvestris",1258881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Basal area",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Vitis vinifera subsp. sylvestris",1826889,NA,NA,NA,NA,NA,NA,NA,NA,"30","20",NA,NA,NA,NA,"Basal area",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",762427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",762428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",762429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",762430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",762431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",762432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",764116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1257756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1257757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1257758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1822875,NA,NA,NA,NA,NA,NA,"Im Optimum max. 500 Jahre alt und 65m hoch; Page: 9",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1822876,NA,NA,NA,NA,NA,NA,"Page: 2",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1822877,NA,NA,NA,NA,NA,NA,"Page: 832",NA,"65","50",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1822878,NA,NA,NA,NA,NA,NA,"Je nach Alter und Standort werden... Baumhˆhen zwischen 25 und 50m Ö erreicht. Ö Vereinzelt Ö v ...","68","50","25",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1822879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1822880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1826500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Abies alba",1828253,NA,NA,NA,NA,NA,NA,NA,NA,"60","30",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pensylvanicum",762544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pensylvanicum",762545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pensylvanicum",1822992,NA,NA,NA,NA,NA,NA,"Because its maximum height growth is about 15 m (49 ft)",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pensylvanicum",1822993,NA,NA,NA,NA,NA,NA,"reaches a maximum height of about 45 feet (13 m)",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pensylvanicum",1826051,"Outside ""natural"" vegetation","45.55","-73.15",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","1.61",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pensylvanicum",1828566,NA,NA,NA,NA,NA,NA,NA,"12","8","3",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pensylvanicum",1832781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",762551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",762552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",762553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",762554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",762555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",764140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1257831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1257832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1257833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1822999,NA,NA,NA,NA,NA,NA,"Page: 24",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1823000,NA,NA,NA,NA,NA,NA,"Page: 20-21","40","30","25",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1823001,NA,NA,NA,NA,NA,NA,NA,NA,"35","30",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1823002,NA,NA,NA,NA,NA,NA,"bis 30 m hoher Baum",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1823003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1826524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer pseudoplatanus",1828283,NA,NA,NA,NA,NA,NA,NA,"30","21","18",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",762556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",762557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",762558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",762559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1257834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1257835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1257836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1823004,NA,NA,NA,NA,NA,NA,"max.36 m; Page: 26",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1823005,NA,NA,NA,NA,NA,NA,"Average mature trees are 18 to 27 m (60 to 90 ft) in height...The largest registered living red ...","38.1","27","18",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1823006,NA,NA,NA,NA,NA,NA,"grows 30 to 90 feet (9-28 m) tall",NA,"28","9",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1823007,NA,NA,NA,NA,NA,NA,"Einzelangabe",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1825728,"Outside ""natural"" vegetation","40.81444444","-77.93055556",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","2.2",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1825734,"Outside ""natural"" vegetation","40.81444444","-77.93055556",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","2.2",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1825740,"Outside ""natural"" vegetation","40.81444444","-77.93055556",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","2.2",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1825746,"Outside ""natural"" vegetation","40.81444444","-77.93055556",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","2.2",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1828554,NA,NA,NA,NA,NA,NA,NA,"40","23","18",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1843364,"Outside ""natural"" vegetation","35.96666667","-84.28333333",NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)",NA,"Dbh",NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1873114,"Outside ""natural"" vegetation","35.96666667","-84.28333333",NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)",NA,"Dbh",NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1873115,"Outside ""natural"" vegetation","35.96666667","-84.28333333",NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)",NA,"Dbh",NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1873116,"Outside ""natural"" vegetation","35.96666667","-84.28333333",NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)",NA,"Dbh",NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1873117,"Outside ""natural"" vegetation","35.96666667","-84.28333333",NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)",NA,"Dbh",NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer rubrum",1873118,"Outside ""natural"" vegetation","35.96666667","-84.28333333",NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)",NA,"Dbh",NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",762564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",762565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",762566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",762567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1257841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1257842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1823012,NA,NA,NA,NA,NA,NA,"Page: 26",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1823013,NA,NA,NA,NA,NA,NA,"Mature trees and stands of sugar maple reach...27 to 37 m (90 to 120 ft) in height",NA,"37","27",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1823014,NA,NA,NA,NA,NA,NA,"reaches 90 to 120 feet (27-37 m)",NA,"37","27",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1823015,NA,NA,NA,NA,NA,NA,"Einzelangabe",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1825379,"Outside ""natural"" vegetation","42.98333333","-90.11666667",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","0.7",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1825380,"Outside ""natural"" vegetation","42.98333333","-90.11666667",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","0.7",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1825381,"Outside ""natural"" vegetation","42.98333333","-90.11666667",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","0.7",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1826022,"Climate chamber","43.06","89.03",NA,NA,NA,NA,NA,NA,NA,"Seedling (0 - 1 y)","0.248",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1826050,"Outside ""natural"" vegetation","45.55","-73.15",NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","1.36",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1828564,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Acer saccharum",1832780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",762577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",762578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",762579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",762580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",762581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",764151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1257846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1257847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1823025,NA,NA,NA,NA,NA,NA,"Page: 30",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1823026,NA,NA,NA,NA,NA,NA,"Page: 712",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1823027,NA,NA,NA,NA,NA,NA,NA,"30","25","20",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1823028,NA,NA,NA,NA,NA,NA,"bis 25 m hoher Baum",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1823029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1826535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1828297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1828298,NA,NA,NA,NA,NA,NA,NA,"30","25","15",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Aesculus hippocastanum",1832759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",762594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",762595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",762596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",762597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",762598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",764178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1257854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1257855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1257856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1257857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1258780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1823042,NA,NA,NA,NA,NA,NA,"Page: 35","35","25","10",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1823043,NA,NA,NA,NA,NA,NA,"Page: 234",NA,"30","25",NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1823044,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1823045,NA,NA,NA,NA,NA,NA,"mittelgroﬂer Baum bis etwa 25 m Hˆhe",NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1823046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1825084,"Outside ""natural"" vegetation","58.08","27.54",NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","3.3",NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1826562,NA,NA,NA,NA,NA,NA,NA,"35","20",NA,NA,NA,NA,NA,"Canopy height of stand",NA
"Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Alnus glutinosa",1828330,NA,NA,NA,NA,NA,NA,NA,"35","25","10",NA,NA,NA,NA,"Canopy height of stand",NA
